Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
2712,Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.",b940faba-6751-40e2-adc6-f39076b5d209,2025/3/18,Novice,5,4,2,5,2,True,True,False,False,False,True,1,2,2,1,1,False,False,False,False,False,False,False,,FALSE
2717,Public Safety Telecommunicators,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,b940faba-6751-40e2-adc6-f39076b5d209,2025/3/18,Average,5,1,1,1,3,True,True,False,False,False,True,1,3,2,1,1,False,False,False,False,False,False,False,,FALSE
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",b940faba-6751-40e2-adc6-f39076b5d209,2025/3/18,Novice,5,1,1,1,2,True,False,False,False,False,True,2,1,2,2,1,False,False,False,False,False,False,False,,FALSE
22086,Mechanical Engineering Technologists and Technicians,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Average,2,3,3,2,4,False,False,False,False,False,False,3,4,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
1482,Mechanical Engineering Technologists and Technicians,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Expert,3,4,4,3,2,True,False,True,False,False,False,3,2,4,4,3,False,True,False,False,True,False,False,,
1486,Mechanical Engineering Technologists and Technicians,"Record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Average,3,4,3,2,4,True,True,False,True,False,False,3,3,4,2,4,False,False,False,False,False,False,False,,
22077,Mechanical Engineering Technologists and Technicians,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Average,4,4,5,3,4,False,True,False,True,False,False,4,3,2,4,4,False,False,False,False,False,False,False,,
1477,Mechanical Engineering Technologists and Technicians,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Average,2,3,2,4,3,False,False,False,False,False,False,4,2,3,4,4,True,False,True,True,False,False,False,FALSE,
22083,Mechanical Engineering Technologists and Technicians,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",5b612c64-fc64-429e-9ea4-54ec2c56207b,2025/3/18,Expert,5,4,5,4,5,False,True,False,True,False,True,5,4,4,4,4,False,True,False,True,True,False,True,,
20558,Photographers,"Transfer photographs to computers for editing, archiving, and electronic transmission.",6019b5cb-bf16-4765-b084-d0040c54b212,2025/3/18,Expert,4,4,4,2,4,False,True,True,True,False,False,2,3,3,3,2,False,False,False,False,False,False,False,,FALSE
9357,Photographers,"Enhance, retouch, and resize photographs and negatives, using airbrushing and other techniques.",6019b5cb-bf16-4765-b084-d0040c54b212,2025/3/18,Average,1,1,1,1,2,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE
9354,Photographers,"Perform general office duties, such as scheduling appointments, keeping books, and ordering supplies.",6019b5cb-bf16-4765-b084-d0040c54b212,2025/3/18,Novice,1,2,1,1,2,False,False,False,False,False,False,1,1,1,1,3,False,False,False,False,False,False,True,FALSE,
9350,Photographers,Review sets of photographs to select the best work.,6019b5cb-bf16-4765-b084-d0040c54b212,2025/3/18,Expert,1,2,2,2,2,False,False,False,False,False,False,1,1,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE
20560,Photographers,Write photograph captions.,6019b5cb-bf16-4765-b084-d0040c54b212,2025/3/18,Expert,1,3,3,3,4,False,False,False,False,False,False,2,3,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,1,3,4,1,4,False,False,False,False,False,False,1,2,3,2,3,False,False,True,False,True,False,False,FALSE,
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,1,3,3,1,3,False,False,False,False,False,False,1,4,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,4,1,2,1,1,False,False,False,True,False,False,1,1,3,2,4,False,False,False,False,True,False,False,,
301,Graphic Designers,Use computer software to generate new images.,a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,2,4,4,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,2,2,3,1,3,False,False,False,False,False,False,1,2,3,2,3,False,False,False,False,False,True,False,FALSE,
303,Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",a71e7f52-94d4-4170-bf71-3ee98083c518,2025/3/18,Average,4,1,3,1,2,False,False,False,True,False,False,2,1,4,2,1,False,False,False,False,False,False,False,,FALSE
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,2,2,5,2,1,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,1,2,2,2,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
11373,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,15e5e379-2d54-4b39-8c43-c5e63631a1e3,2025/3/19,Novice,2,3,2,3,2,False,False,False,False,False,False,5,2,2,2,5,True,False,False,False,False,False,False,FALSE,
18093,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,2,2,1,2,False,False,False,False,False,False,1,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Expert,1,1,2,1,2,False,False,False,False,False,False,1,2,2,1,1,False,False,False,False,False,False,False,FALSE,FALSE
18103,Health Informatics Specialists,Provide consultation to nurses regarding hardware or software configuration.,84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Average,3,2,3,2,2,False,False,True,True,False,False,2,1,2,2,2,False,False,False,False,False,False,False,,FALSE
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",84680e06-cc42-420d-8968-38ff79cb3a9b,2025/3/18,Novice,2,3,2,3,3,False,False,False,False,False,False,3,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
22655,Writers and Authors,Vary language and tone of messages based on product and medium.,1bd197e1-584a-4efc-855c-51e8e2396668,2025/3/18,Average,3,4,4,3,3,True,False,False,False,False,False,4,4,3,3,3,False,True,True,True,True,False,True,,
22654,Writers and Authors,Present drafts and ideas to clients.,1bd197e1-584a-4efc-855c-51e8e2396668,2025/3/18,Average,2,4,4,3,4,False,False,False,False,False,False,1,4,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE
22660,Writers and Authors,"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",1bd197e1-584a-4efc-855c-51e8e2396668,2025/3/18,Average,4,4,3,2,2,True,True,False,True,True,False,4,3,4,4,2,False,False,False,False,False,False,False,,FALSE
22657,Writers and Authors,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",1bd197e1-584a-4efc-855c-51e8e2396668,2025/3/18,Average,2,3,3,3,2,False,False,False,False,False,False,2,4,1,2,3,False,True,True,True,False,True,False,FALSE,
22655,Writers and Authors,Vary language and tone of messages based on product and medium.,0959d24a-ee77-4f4f-be9d-3f1ff6217303,2025/3/18,Average,1,1,3,5,2,False,False,False,False,False,False,2,2,2,3,3,True,False,True,True,True,False,True,FALSE,
22654,Writers and Authors,Present drafts and ideas to clients.,0959d24a-ee77-4f4f-be9d-3f1ff6217303,2025/3/18,Average,2,1,3,2,3,False,False,False,False,False,False,3,3,4,3,4,True,True,True,True,True,True,True,FALSE,
22657,Writers and Authors,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",0959d24a-ee77-4f4f-be9d-3f1ff6217303,2025/3/18,Expert,3,5,4,5,2,True,False,True,True,False,True,3,4,5,3,4,True,True,True,True,True,True,True,,
22655,Writers and Authors,Vary language and tone of messages based on product and medium.,a1b77b70-384a-4f9f-905e-68ec1d2ccf20,2025/3/18,Novice,3,1,1,3,2,False,True,False,False,False,False,1,2,1,1,3,False,False,False,True,False,False,False,,
22654,Writers and Authors,Present drafts and ideas to clients.,a1b77b70-384a-4f9f-905e-68ec1d2ccf20,2025/3/18,Expert,1,4,3,3,4,False,False,False,False,False,False,2,5,1,4,4,False,False,True,False,False,False,False,FALSE,
22657,Writers and Authors,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",a1b77b70-384a-4f9f-905e-68ec1d2ccf20,2025/3/18,Expert,3,3,4,2,2,False,True,False,False,False,False,1,2,1,2,4,False,False,False,False,True,False,False,,
20558,Photographers,"Transfer photographs to computers for editing, archiving, and electronic transmission.",2728e7c4-7319-4961-a8e6-88ce42ec71d6,2025/3/18,Average,3,2,2,3,3,True,False,False,False,False,False,3,2,2,2,2,False,False,False,False,False,False,False,,FALSE
9352,Photographers,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",2728e7c4-7319-4961-a8e6-88ce42ec71d6,2025/3/18,Novice,2,2,2,2,2,False,False,False,False,False,False,2,2,2,2,3,False,False,False,False,True,False,False,FALSE,
9351,Photographers,"Estimate or measure light levels, distances, and numbers of exposures needed, using measuring devices and formulas.",2728e7c4-7319-4961-a8e6-88ce42ec71d6,2025/3/18,Novice,2,2,3,3,3,False,False,False,False,False,False,3,3,3,2,3,False,False,False,False,False,False,False,FALSE,
9354,Photographers,"Perform general office duties, such as scheduling appointments, keeping books, and ordering supplies.",2728e7c4-7319-4961-a8e6-88ce42ec71d6,2025/3/18,Expert,3,3,3,3,2,True,True,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,
9350,Photographers,Review sets of photographs to select the best work.,2728e7c4-7319-4961-a8e6-88ce42ec71d6,2025/3/18,Average,2,2,3,2,2,False,False,False,False,False,False,2,2,2,2,3,False,False,False,False,False,False,True,FALSE,
1783,Editors,"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",570f8b49-3b63-4a08-a948-2aefbdefd52c,2025/3/18,Average,2,1,4,2,3,False,False,False,False,False,False,1,3,1,4,3,False,True,False,True,True,False,False,FALSE,
1781,Editors,Review and approve proofs submitted by composing room prior to publication production.,570f8b49-3b63-4a08-a948-2aefbdefd52c,2025/3/18,Expert,2,4,4,4,3,False,False,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,1,3,4,4,4,False,False,False,False,False,False,4,2,3,2,3,True,False,False,False,False,False,False,FALSE,
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,1,4,5,5,5,False,False,False,False,False,False,1,3,4,4,4,False,False,True,True,True,False,False,FALSE,
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,1,2,4,4,3,False,False,False,False,False,False,1,5,4,4,5,False,True,True,True,True,False,False,FALSE,
308,Graphic Designers,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,1,3,3,2,3,False,False,False,False,False,False,1,5,3,4,4,False,True,True,True,True,True,False,FALSE,
309,Graphic Designers,"Study illustrations and photographs to plan presentation of materials, products, or services.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,2,1,2,1,2,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,2,4,5,3,5,False,False,False,False,False,False,4,5,5,5,4,True,True,True,True,True,True,True,FALSE,
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,2,2,4,2,5,False,False,False,False,False,False,4,3,2,2,4,True,True,True,True,True,True,True,FALSE,
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,3,2,5,2,5,True,False,True,False,False,True,4,3,5,4,4,True,True,True,True,True,True,True,,
15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,3,5,True,False,True,True,True,True,1,4,4,4,2,False,False,False,False,False,False,False,,FALSE
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,5,5,True,True,True,False,False,False,5,5,5,5,5,True,True,False,False,False,True,False,,
15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,196ae771-90ee-42a7-a810-94eeeb5741f3,2025/3/19,Expert,5,5,5,5,5,True,False,True,False,False,True,5,4,4,4,4,True,False,True,False,False,False,True,,
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",eac2aff0-bfe9-41e6-a945-9046afaec333,2025/3/19,Expert,5,4,5,3,3,True,True,True,False,False,True,4,4,4,3,4,True,True,True,True,True,True,True,,
11406,Data Entry Keyers,Maintain logs of activities and completed work.,eac2aff0-bfe9-41e6-a945-9046afaec333,2025/3/19,Expert,5,3,5,3,2,True,True,True,False,False,True,3,4,4,4,3,True,True,True,True,True,True,True,,
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,4,3,3,1,4,True,False,True,False,False,True,4,3,3,3,3,True,True,False,False,False,False,True,,
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,3,3,1,3,True,False,False,False,True,True,4,3,3,3,3,True,True,False,True,False,False,False,,
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,3,4,3,3,2,True,True,False,True,True,False,4,3,3,3,4,False,False,True,True,True,True,True,,
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,2,3,1,2,True,True,True,False,False,True,4,4,4,4,3,False,True,True,True,False,True,False,,
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,3,1,1,True,True,True,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,,FALSE
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,2,1,1,True,True,True,False,False,True,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,2,3,4,2,2,False,False,False,False,False,False,1,3,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
20943,Supply Chain Managers,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",5e59bc0a-6d03-43aa-8841-fcedd04b2062,2025/3/19,Average,4,4,4,1,3,True,True,False,False,True,False,1,4,4,4,5,False,True,True,True,False,True,False,,
15700,Supply Chain Managers,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",5e59bc0a-6d03-43aa-8841-fcedd04b2062,2025/3/19,Expert,2,4,4,1,3,False,False,False,False,False,False,1,5,4,5,5,False,True,True,True,False,False,False,FALSE,
15697,Supply Chain Managers,Analyze information about supplier performance or procurement program success.,5e59bc0a-6d03-43aa-8841-fcedd04b2062,2025/3/19,Average,4,2,1,2,1,True,False,False,False,False,True,2,4,1,4,3,False,False,True,True,True,False,False,,
20946,Supply Chain Managers,Monitor forecasts and quotas to identify changes and predict effects on supply chain activities.,5e59bc0a-6d03-43aa-8841-fcedd04b2062,2025/3/19,Expert,3,4,4,4,3,False,False,True,False,False,True,1,4,3,5,4,False,True,True,False,True,True,False,,
20976,Transportation Planners,"Interpret data from traffic modeling software, geographic information systems, or associated databases.",e6f2e13f-cefd-4c42-91e2-6cd3610075e7,2025/3/19,Novice,3,1,2,1,3,False,False,False,False,False,True,1,3,3,4,3,False,False,True,False,True,True,False,,
3223,Advertising and Promotions Managers,Prepare budgets and submit estimates for program costs as part of campaign plan development.,e8309a2a-e1fa-416a-bfcc-01c9f1a36ccf,2025/3/19,Average,4,3,4,4,4,False,False,True,False,False,False,3,3,3,3,4,False,False,False,False,True,False,False,,
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Expert,2,5,3,4,5,False,False,False,False,False,False,1,3,2,3,4,False,True,True,False,True,False,True,FALSE,
61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,02928826-5677-404b-bdb4-0dfdebd187e0,2025/3/19,Average,4,2,3,2,3,True,False,True,False,False,True,2,2,3,1,3,True,True,False,True,True,False,True,,
15430,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.,dae7550b-e7f3-476d-abdf-16ceee6f4a8f,2025/3/19,Novice,2,4,4,1,3,False,False,False,False,False,False,1,4,4,4,2,False,False,False,False,False,False,False,FALSE,FALSE
15428,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.,dae7550b-e7f3-476d-abdf-16ceee6f4a8f,2025/3/19,Expert,1,2,2,1,3,False,False,False,False,False,False,1,3,3,3,3,False,True,True,True,True,True,True,FALSE,
15425,Quality Control Systems Managers,Create and implement inspection and testing criteria or procedures.,dae7550b-e7f3-476d-abdf-16ceee6f4a8f,2025/3/19,Expert,2,2,3,2,3,False,False,False,False,False,False,1,4,4,4,3,False,True,True,True,True,True,True,FALSE,
21000,Editors,"Write text, such as stories, articles, editorials, or newsletters.",7692ee9d-a74f-4f8b-a82f-5cb730f135da,2025/3/19,Expert,3,4,4,2,4,False,False,False,False,False,False,3,2,2,3,1,False,False,False,False,False,False,False,,FALSE
1781,Editors,Review and approve proofs submitted by composing room prior to publication production.,7692ee9d-a74f-4f8b-a82f-5cb730f135da,2025/3/19,Expert,3,2,3,2,2,False,False,False,False,True,False,3,3,2,3,3,False,False,True,False,True,False,True,,
1778,Editors,"Allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",7692ee9d-a74f-4f8b-a82f-5cb730f135da,2025/3/19,Average,2,1,2,2,1,False,False,False,False,False,False,2,2,2,2,3,False,False,True,False,True,False,False,FALSE,
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Expert,3,3,3,3,3,False,True,False,True,True,False,2,2,3,2,3,True,False,True,False,False,False,False,,
15228,Graphic Designers,"Maintain archive of images, photos, or previous work products.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,2,1,2,1,2,False,False,False,False,False,False,1,1,1,1,2,False,False,False,False,False,False,False,FALSE,FALSE
303,Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",46fb0f28-f6fd-4e54-b05e-1af4cac82ffd,2025/3/18,Average,2,2,2,2,3,False,False,False,False,False,False,1,1,2,3,3,False,False,True,False,True,True,False,FALSE,
22522,Producers and Directors,"Research production topics using the internet, video archives, and other informational sources.",bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Average,3,3,4,2,4,False,False,False,False,False,True,3,3,3,3,3,False,True,False,False,False,True,False,,
22523,Producers and Directors,"Review film, recordings, or rehearsals to ensure conformance to production and broadcast standards.",bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Average,3,3,3,3,3,False,False,False,False,False,True,2,3,3,3,2,False,False,False,False,False,False,False,,FALSE
22519,Producers and Directors,Study and research scripts to determine how they should be directed.,bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Average,3,3,3,3,3,False,False,False,False,False,True,3,3,3,2,3,False,False,False,False,False,True,True,,
22532,Producers and Directors,"Perform management activities, such as budgeting, scheduling, planning, and marketing.",bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Expert,4,3,3,4,4,False,False,True,False,False,True,4,4,4,4,4,False,False,False,False,True,False,True,,
22527,Producers and Directors,Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.,bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Expert,4,4,4,4,4,False,False,False,False,False,True,4,4,4,4,4,True,False,False,False,False,True,False,,
22528,Producers and Directors,"Compile scripts, program notes, and other material related to productions.",bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Average,4,4,3,3,4,True,False,False,False,False,True,4,4,4,4,4,False,True,False,False,False,False,True,,
22539,Producers and Directors,Write and submit proposals to bid on contracts for projects.,bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Expert,3,5,4,4,4,True,False,False,False,False,True,3,4,3,3,4,True,False,False,False,False,False,True,,
22533,Producers and Directors,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Average,3,3,4,4,4,True,False,False,False,False,True,4,4,4,4,4,True,True,False,False,False,False,False,,
22537,Producers and Directors,Review film daily to check on work in progress and to plan for future filming.,bb295eb1-c8f9-4a07-aeb0-119144421af8,2025/3/18,Expert,3,3,3,3,3,False,False,True,False,False,True,3,3,3,3,3,False,False,False,True,False,False,True,,
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",c7ce7a59-aa16-4d82-aa56-9399b7218390,2025/3/18,Average,4,2,3,4,2,True,False,True,False,False,False,4,4,4,4,4,True,False,False,False,False,False,False,,
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",c7ce7a59-aa16-4d82-aa56-9399b7218390,2025/3/18,Average,4,3,4,4,4,True,False,False,False,False,False,4,4,4,4,4,True,False,False,False,False,False,False,,
294,Art Directors,Create custom illustrations or other graphic elements.,c7ce7a59-aa16-4d82-aa56-9399b7218390,2025/3/18,Average,4,4,5,4,4,True,False,True,False,False,False,2,5,1,1,1,False,False,False,False,False,False,False,,FALSE
295,Art Directors,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",c7ce7a59-aa16-4d82-aa56-9399b7218390,2025/3/18,Average,3,3,4,3,3,True,False,False,False,False,False,2,3,3,3,3,False,False,False,False,False,False,True,,
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,1,2,4,5,4,False,False,False,False,False,False,1,4,2,3,4,False,False,True,True,False,True,False,FALSE,
299,Graphic Designers,"Create designs, concepts, and sample layouts, based on knowledge of layout principles and esthetic design concepts.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,2,3,5,5,5,False,False,False,False,False,False,1,4,3,3,4,False,False,False,True,True,True,False,FALSE,
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,1,2,3,5,5,False,False,False,False,False,False,1,3,2,3,4,False,False,True,True,True,False,False,FALSE,
301,Graphic Designers,Use computer software to generate new images.,dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Average,2,1,2,2,4,False,False,False,False,False,False,1,4,2,4,4,False,False,True,True,True,True,False,FALSE,
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,1,3,4,4,5,False,False,False,False,False,False,1,4,2,3,4,False,False,True,True,True,True,False,FALSE,
15228,Graphic Designers,"Maintain archive of images, photos, or previous work products.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,2,2,2,3,4,False,False,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
308,Graphic Designers,"Prepare illustrations or rough sketches of material, discussing them with clients or supervisors and making necessary changes.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,1,2,2,4,5,False,False,False,False,False,False,2,4,3,4,4,True,False,True,True,True,True,False,FALSE,
303,Graphic Designers,"Draw and print charts, graphs, illustrations, and other artwork, using computer.",dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,1,2,3,5,5,False,False,False,False,False,False,1,3,2,3,3,False,False,True,True,True,True,False,FALSE,
307,Graphic Designers,Key information into computer equipment to create layouts for client or supervisor.,dc69ba06-6c42-4d19-9bb5-ac4f27e9b14a,2025/3/18,Expert,2,1,2,2,3,False,False,False,False,False,False,1,1,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE
