O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
17-2199.08,Robotics Engineers,16513,Make system device lists or event timing charts.,Core,08/2018,3.0,3.0,3.18,93.33,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-2199.08,Robotics Engineers,16518,Plan mobile robot paths and teach path plans to robots.,Supplemental,08/2018,3.0,3.0,3.32,66.67,,,['Working with Computers'],['4.A.3.b.1']
17-2199.09,Nanosystems Engineers,16540,"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",Core,08/2023,5.0,5.0,4.28,90.48,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
17-2199.09,Nanosystems Engineers,16546,"Conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography.",Core,08/2023,5.0,5.0,4.05,100.0,,,['Getting Information'],['4.A.1.a.1']
17-2199.09,Nanosystems Engineers,16537,"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",Core,08/2023,3.0,3.0,3.81,100.0,,,"['Documenting/Recording Information', 'Interpreting the Meaning of Information for Others']","['4.A.3.b.6', '4.A.4.a.1']"
17-2199.09,Nanosystems Engineers,19671,"Design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.",Core,08/2023,4.0,4.0,3.25,76.19,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.10,Wind Energy Engineers,16559,"Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",Core,07/2012,3.0,3.0,3.88,72.95,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.10,Wind Energy Engineers,16560,"Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",Core,07/2012,3.0,3.0,3.54,67.99,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.10,Wind Energy Engineers,16557,"Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",Supplemental,07/2012,3.0,3.0,3.43,48.15,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.11,Solar Energy Systems Engineers,16571,"Create plans for solar energy system development, monitoring, and evaluation activities.",Core,08/2023,3.0,3.0,4.44,100.0,,,"['Organizing, Planning, and Prioritizing Work']",['4.A.2.b.6']
17-2199.11,Solar Energy Systems Engineers,16572,"Create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (CAD) software.",Core,08/2023,3.0,3.0,4.21,100.0,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.11,Solar Energy Systems Engineers,16569,Perform computer simulation of solar photovoltaic (PV) generation system performance or energy production to optimize efficiency.,Core,08/2023,4.0,4.0,4.14,100.0,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.11,Solar Energy Systems Engineers,16564,Review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.,Core,08/2023,5.0,5.0,3.88,92.86,,,"['Evaluating Information to Determine Compliance with Standards', 'Providing Consultation and Advice to Others']","['4.A.2.a.3', '4.A.4.b.6']"
17-2199.11,Solar Energy Systems Engineers,16570,"Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.",Core,08/2023,5.0,5.0,3.83,85.71,,,['Thinking Creatively'],['4.A.2.b.2']
17-2199.11,Solar Energy Systems Engineers,16565,"Perform thermal, stress, or cost reduction analyses for solar systems.",Core,08/2023,3.0,3.0,3.24,89.29,,,['Analyzing Data or Information'],['4.A.2.a.4']
17-3011.00,Architectural and Civil Drafters,21917,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",Core,11/2020,7.0,7.0,4.86,100.0,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21918,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",Core,11/2020,7.0,7.0,4.6,95.24,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21919,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",Core,11/2020,5.0,5.0,4.38,91.71,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21920,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",Core,11/2020,6.0,6.0,4.28,96.64,68860.0,109550.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3011.00,Architectural and Civil Drafters,21921,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",Core,11/2020,5.0,5.0,4.19,100.0,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21922,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",Core,11/2020,5.0,5.0,4.14,86.78,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21924,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",Core,11/2020,4.0,4.0,4.06,85.71,68860.0,109550.0,"['Organizing, Planning, and Prioritizing Work']",['4.A.2.b.6']
17-3011.00,Architectural and Civil Drafters,21926,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",Core,11/2020,5.0,5.0,3.99,86.6,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21927,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",Core,11/2020,3.0,3.0,3.94,76.19,68860.0,109550.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3011.00,Architectural and Civil Drafters,21928,Check dimensions of materials to be used and assign numbers to lists of materials.,Core,11/2020,3.0,3.0,3.87,94.96,68860.0,109550.0,['Processing Information'],['4.A.2.a.2']
17-3011.00,Architectural and Civil Drafters,21929,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",Core,11/2020,5.0,5.0,3.76,93.77,68860.0,109550.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3011.00,Architectural and Civil Drafters,21936,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,Core,11/2020,3.0,3.0,3.27,75.0,68860.0,109550.0,"['Analyzing Data or Information', 'Making Decisions and Solving Problems', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.2.b.1', '4.A.3.b.6']"
17-3011.00,Architectural and Civil Drafters,21937,Prepare colored drawings of landscape and interior designs for presentation to client.,Core,11/2020,3.0,3.0,3.2,82.45,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3011.00,Architectural and Civil Drafters,21938,"Calculate weights, volumes, and stress factors and their implications for technical aspects of designs.",Core,11/2020,3.0,3.0,3.12,76.19,68860.0,109550.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3011.00,Architectural and Civil Drafters,21939,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",Supplemental,11/2020,4.0,4.0,3.12,38.1,68860.0,109550.0,['Thinking Creatively'],['4.A.2.b.2']
17-3012.00,Electrical and Electronics Drafters,21951,"Draft detail and assembly drawings of design components, circuitry or printed circuit boards, using computer-assisted equipment or standard drafting techniques and devices.",Core,08/2022,7.0,7.0,4.44,90.46,77960.0,20020.0,['Thinking Creatively'],['4.A.2.b.2']
17-3012.00,Electrical and Electronics Drafters,21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",Core,08/2022,5.0,5.0,4.39,98.98,77960.0,20020.0,['Thinking Creatively'],['4.A.2.b.2']
17-3012.00,Electrical and Electronics Drafters,21946,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,Core,08/2022,5.0,5.0,4.34,97.73,77960.0,20020.0,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']"
17-3012.00,Electrical and Electronics Drafters,21948,Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,Core,08/2022,5.0,5.0,4.26,82.02,77960.0,20020.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3012.00,Electrical and Electronics Drafters,21954,"Design electrical systems, such as lighting systems.",Core,08/2022,3.0,3.0,4.01,77.68,77960.0,20020.0,['Thinking Creatively'],['4.A.2.b.2']
17-3012.00,Electrical and Electronics Drafters,21955,Draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,Core,08/2022,4.0,4.0,4.0,87.91,77960.0,20020.0,['Thinking Creatively'],['4.A.2.b.2']
17-3012.00,Electrical and Electronics Drafters,21953,"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",Core,08/2022,5.0,5.0,3.9,81.44,77960.0,20020.0,['Working with Computers'],['4.A.3.b.1']
17-3012.00,Electrical and Electronics Drafters,21949,"Examine electronic schematics and supporting documents to develop, compute, and verify specifications for drafting data, such as configuration of parts, dimensions, or tolerances.",Core,08/2022,5.0,5.0,3.85,82.5,77960.0,20020.0,['Getting Information'],['4.A.1.a.1']
17-3012.00,Electrical and Electronics Drafters,21963,"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",Core,08/2022,5.0,5.0,3.83,79.54,77960.0,20020.0,['Processing Information'],['4.A.2.a.2']
17-3012.00,Electrical and Electronics Drafters,21956,"Study work order requests to determine type of service, such as lighting or power, demanded by installation.",Core,08/2022,5.0,5.0,3.8,68.37,77960.0,20020.0,['Getting Information'],['4.A.1.a.1']
17-3012.00,Electrical and Electronics Drafters,21960,Generate computer tapes of final layout design to produce layered photo masks or photo plotting design onto film.,Supplemental,08/2022,5.0,5.0,3.8,30.88,77960.0,20020.0,['Working with Computers'],['4.A.3.b.1']
17-3012.00,Electrical and Electronics Drafters,21964,"Determine the order of work and the method of presentation, such as orthographic or isometric drawing.",Supplemental,08/2022,5.0,5.0,3.79,61.47,77960.0,20020.0,"['Organizing, Planning, and Prioritizing Work']",['4.A.2.b.6']
17-3012.00,Electrical and Electronics Drafters,21961,Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,Supplemental,08/2022,5.0,5.0,3.6,50.79,77960.0,20020.0,['Working with Computers'],['4.A.3.b.1']
17-3012.00,Electrical and Electronics Drafters,21968,Plot electrical test points on layout sheets and draw schematics for wiring test fixture heads to frames.,Supplemental,08/2022,3.0,3.0,2.96,32.45,77960.0,20020.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1447,"Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.",Core,07/2017,7.0,7.0,4.65,99.4,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,20964,"Produce three-dimensional models, using computer-aided design (CAD) software.",Core,07/2017,7.0,7.0,4.43,95.77,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1455,"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",Core,07/2017,5.0,5.0,4.33,96.88,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1452,Modify and revise designs to correct operating deficiencies or to reduce production problems.,Core,07/2017,5.0,5.0,4.22,98.44,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1449,"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",Core,07/2017,5.0,5.0,4.21,95.89,74040.0,39900.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3013.00,Mechanical Drafters,1454,Check dimensions of materials to be used and assign numbers to the materials.,Core,07/2017,5.0,5.0,4.19,97.82,74040.0,39900.0,['Processing Information'],['4.A.2.a.2']
17-3013.00,Mechanical Drafters,1453,"Design scale or full-size blueprints of specialty items, such as furniture and automobile body or chassis components.",Core,07/2017,5.0,5.0,3.98,73.53,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1450,"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",Core,07/2017,5.0,5.0,3.91,90.08,74040.0,39900.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3013.00,Mechanical Drafters,1451,Position instructions and comments onto drawings.,Core,07/2017,5.0,5.0,3.72,96.34,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1459,"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems.",Core,07/2017,4.0,4.0,3.46,81.46,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3013.00,Mechanical Drafters,1460,"Shade or color drawings to clarify and emphasize details and dimensions or eliminate background, using ink, crayon, airbrush, and overlays.",Supplemental,07/2017,4.0,4.0,2.94,35.57,74040.0,39900.0,['Thinking Creatively'],['4.A.2.b.2']
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10887,Operate and calibrate computer systems and devices to comply with test requirements and to perform data acquisition and analysis.,Core,08/2019,3.0,3.0,4.44,70.23,86330.0,9060.0,['Working with Computers'],['4.A.3.b.1']
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,10882,"Record and interpret test data on parts, assemblies, and mechanisms.",Core,08/2019,4.0,4.0,4.44,91.32,86330.0,9060.0,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']"
17-3022.00,Civil Engineering Technologists and Technicians,1461,"Calculate dimensions, square footage, profile and component specifications, and material quantities, using calculator or computer.",Core,07/2017,5.0,5.0,4.24,90.7,68450.0,62130.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3022.00,Civil Engineering Technologists and Technicians,1464,Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,Core,07/2017,4.0,4.0,4.1,81.67,68450.0,62130.0,['Getting Information'],['4.A.1.a.1']
17-3022.00,Civil Engineering Technologists and Technicians,1462,Draft detailed dimensional drawings and design layouts for projects to ensure conformance to specifications.,Core,07/2017,4.0,4.0,4.07,80.48,68450.0,62130.0,['Thinking Creatively'],['4.A.2.b.2']
17-3022.00,Civil Engineering Technologists and Technicians,1463,"Analyze proposed site factors and design maps, graphs, tracings, and diagrams to illustrate findings.",Core,07/2017,3.0,3.0,3.85,72.74,68450.0,62130.0,['Thinking Creatively'],['4.A.2.b.2']
17-3022.00,Civil Engineering Technologists and Technicians,1465,Prepare reports and document project activities and data.,Core,07/2017,5.0,5.0,3.84,84.93,68450.0,62130.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3022.00,Civil Engineering Technologists and Technicians,1469,"Develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",Supplemental,07/2017,4.0,4.0,4.01,63.5,68450.0,62130.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information', 'Organizing, Planning, and Prioritizing Work']","['4.A.1.b.3', '4.A.2.b.6']"
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21978,"Read blueprints, wiring diagrams, schematic drawings, or engineering instructions for assembling electronics units, applying knowledge of electronic theory and components.",Core,11/2020,5.0,5.0,4.14,92.89,78580.0,92710.0,['Getting Information'],['4.A.1.a.1']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21981,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,Core,11/2020,5.0,5.0,3.89,94.2,78580.0,92710.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21983,"Review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material.",Core,11/2020,3.0,3.0,3.7,73.72,78580.0,92710.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21984,Maintain system logs or manuals to document testing or operation of equipment.,Core,11/2020,5.0,5.0,3.63,86.82,78580.0,92710.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21985,"Select electronics equipment, components, or systems to meet functional specifications.",Core,11/2020,3.0,3.0,3.62,100.0,78580.0,92710.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21989,"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",Core,11/2020,3.0,3.0,3.59,92.21,78580.0,92710.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21991,"Integrate software or hardware components, using computer, microprocessor, or control architecture.",Core,11/2020,4.0,4.0,3.43,74.19,78580.0,92710.0,['Working with Computers'],['4.A.3.b.1']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21992,Procure parts and maintain inventory and related documentation.,Core,11/2020,5.0,5.0,3.42,67.71,78580.0,92710.0,"['Documenting/Recording Information', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.3']"
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21994,"Research equipment or component needs, sources, competitive prices, delivery times, or ongoing operational costs.",Core,11/2020,3.0,3.0,3.27,71.87,78580.0,92710.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21995,"Provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",Core,11/2020,3.0,3.0,3.25,78.26,78580.0,92710.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21997,"Produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (CAD) software.",Core,11/2020,3.0,3.0,3.16,78.12,78580.0,92710.0,['Thinking Creatively'],['4.A.2.b.2']
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,21999,"Design or modify engineering schematics for electrical transmission and distribution systems or for electrical installation in residential, commercial, or industrial buildings, using computer-aided design (CAD) software.",Supplemental,11/2020,5.0,5.0,3.98,62.52,78580.0,92710.0,['Thinking Creatively'],['4.A.2.b.2']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,10893,"Read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly.",Core,08/2022,5.0,5.0,4.23,93.9,75710.0,14680.0,['Getting Information'],['4.A.1.a.1']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22016,"Produce electrical, electronic, or mechanical drawings or other related documents or graphics necessary for electromechanical design, using computer-aided design (CAD) software.",Core,08/2022,3.0,3.0,3.74,68.52,75710.0,14680.0,['Thinking Creatively'],['4.A.2.b.2']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22011,"Establish and maintain inventory, records, or documentation systems.",Core,08/2022,5.0,5.0,3.54,73.57,75710.0,14680.0,"['Developing Objectives and Strategies', 'Documenting/Recording Information']","['4.A.2.b.4', '4.A.3.b.6']"
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,20743,Prepare written documentation of electromechanical test results.,Supplemental,08/2022,5.0,5.0,4.19,58.49,75710.0,14680.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22010,Develop or implement programs related to the environmental impact of engineering activities.,Supplemental,08/2022,3.0,3.0,3.62,25.38,75710.0,14680.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22005,"Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",Supplemental,08/2022,5.0,5.0,3.5,66.43,75710.0,14680.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,22007,Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.,Supplemental,08/2022,3.0,3.0,3.43,35.42,75710.0,14680.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3024.01,Robotics Technicians,16579,Maintain service records of robotic equipment or automated production systems.,Core,08/2018,3.0,3.0,4.15,95.45,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3024.01,Robotics Technicians,16581,Document robotics test procedures and results.,Core,08/2018,3.0,3.0,3.53,77.27,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3024.01,Robotics Technicians,16585,"Develop robotic path motions to maximize efficiency, safety, and quality.",Supplemental,08/2018,3.0,3.0,3.79,63.64,,,['Working with Computers'],['4.A.3.b.1']
17-3025.00,Environmental Engineering Technologists and Technicians,3641,Maintain project logbook records or computer program files.,Core,07/2014,5.0,5.0,4.11,96.49,63070.0,12500.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3025.00,Environmental Engineering Technologists and Technicians,3654,"Produce environmental assessment reports, tabulating data and preparing charts, graphs, or sketches.",Core,07/2014,3.0,3.0,3.97,81.0,63070.0,12500.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3025.00,Environmental Engineering Technologists and Technicians,3646,Review work plans to schedule activities.,Core,07/2014,5.0,5.0,3.46,74.19,63070.0,12500.0,['Scheduling Work and Activities'],['4.A.2.b.5']
17-3025.00,Environmental Engineering Technologists and Technicians,3658,"Develop work plans, including writing specifications or establishing material, manpower, or facilities needs.",Supplemental,07/2014,3.0,3.0,3.83,42.19,63070.0,12500.0,"['Organizing, Planning, and Prioritizing Work']",['4.A.2.b.6']
17-3025.00,Environmental Engineering Technologists and Technicians,3657,Perform statistical analysis and correction of air or water pollution data submitted by industry or other agencies.,Supplemental,07/2014,3.0,3.0,3.76,45.48,63070.0,12500.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3025.00,Environmental Engineering Technologists and Technicians,3647,"Obtain product information, identify vendors or suppliers, or order materials or equipment to maintain inventory.",Supplemental,07/2014,3.0,3.0,2.82,70.57,63070.0,12500.0,['Monitoring and Controlling Resources'],['4.A.4.c.3']
17-3026.00,Industrial Engineering Technologists and Technicians,3672,Compile and evaluate statistical data to determine and maintain quality and reliability of products.,Core,07/2014,4.0,4.0,3.66,80.24,69780.0,73410.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
17-3026.00,Industrial Engineering Technologists and Technicians,3668,"Read worker logs, product processing sheets, or specification sheets to verify that records adhere to quality assurance specifications.",Core,07/2014,5.0,5.0,3.44,67.63,69780.0,73410.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
17-3026.01,Nanotechnology Engineering Technologists and Technicians,22052,Collect or compile nanotechnology research or engineering data.,Core,11/2020,4.0,4.0,4.05,100.0,,,['Getting Information'],['4.A.1.a.1']
17-3026.01,Nanotechnology Engineering Technologists and Technicians,22055,Contribute written material or data for grant or patent applications.,Core,11/2020,3.0,3.0,3.9,95.45,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3026.01,Nanotechnology Engineering Technologists and Technicians,22061,"Prepare detailed verbal or written presentations for scientists, engineers, project managers, or upper management.",Core,11/2020,3.0,3.0,3.67,95.45,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3026.01,Nanotechnology Engineering Technologists and Technicians,22063,Maintain accurate record or batch-record documentation of nanoproduction.,Core,11/2020,5.0,5.0,3.63,79.17,,,['Documenting/Recording Information'],['4.A.3.b.6']
17-3027.00,Mechanical Engineering Technologists and Technicians,22082,"Interpret engineering sketches, specifications, or drawings.",Core,08/2022,5.0,5.0,3.96,95.96,72450.0,37450.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1']
17-3027.00,Mechanical Engineering Technologists and Technicians,1485,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,Core,08/2022,5.0,5.0,3.79,86.6,72450.0,37450.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
17-3027.00,Mechanical Engineering Technologists and Technicians,1476,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",Core,08/2022,5.0,5.0,3.73,81.86,72450.0,37450.0,['Getting Information'],['4.A.1.a.1']
17-3027.00,Mechanical Engineering Technologists and Technicians,22086,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",Core,08/2022,5.0,5.0,3.72,100.0,72450.0,37450.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
17-3027.00,Mechanical Engineering Technologists and Technicians,1475,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops.",Core,08/2022,4.0,4.0,3.66,81.74,72450.0,37450.0,['Thinking Creatively'],['4.A.2.b.2']
17-3027.00,Mechanical Engineering Technologists and Technicians,1482,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",Core,08/2022,3.0,3.0,3.56,76.38,72450.0,37450.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3027.00,Mechanical Engineering Technologists and Technicians,1486,"Record test procedures and results, numerical and graphical data, and recommendations for changes in product or test methods.",Core,08/2022,4.0,4.0,3.52,83.2,72450.0,37450.0,['Documenting/Recording Information'],['4.A.3.b.6']
17-3027.00,Mechanical Engineering Technologists and Technicians,22085,"Prepare specifications, designs, or sketches for machines, components, or systems related to the generation, transmission, or use of mechanical or fluid energy.",Core,08/2022,3.0,3.0,3.5,70.52,72450.0,37450.0,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']"
17-3027.00,Mechanical Engineering Technologists and Technicians,22077,"Design molds, tools, dies, jigs, or fixtures for use in manufacturing processes.",Core,08/2022,3.0,3.0,3.46,82.13,72450.0,37450.0,['Thinking Creatively'],['4.A.2.b.2']
17-3027.00,Mechanical Engineering Technologists and Technicians,1477,"Review project instructions and specifications to identify, modify and plan requirements fabrication, assembly and testing.",Core,08/2022,3.0,3.0,3.41,71.95,72450.0,37450.0,['Getting Information'],['4.A.1.a.1']
17-3027.00,Mechanical Engineering Technologists and Technicians,22078,"Design specialized or customized equipment, machines, or structures.",Core,08/2022,4.0,4.0,3.37,77.17,72450.0,37450.0,['Thinking Creatively'],['4.A.2.b.2']
17-3027.00,Mechanical Engineering Technologists and Technicians,22084,"Prepare layouts of machinery, tools, plants, or equipment.",Core,08/2022,5.0,5.0,3.29,72.83,72450.0,37450.0,['Thinking Creatively'],['4.A.2.b.2']
17-3027.00,Mechanical Engineering Technologists and Technicians,22083,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",Core,08/2022,4.0,4.0,3.17,87.73,72450.0,37450.0,['Scheduling Work and Activities'],['4.A.2.b.5']
17-3027.00,Mechanical Engineering Technologists and Technicians,1483,Evaluate tool drawing designs by measuring drawing dimensions and comparing with original specifications for form and function using engineering skills.,Supplemental,08/2022,3.0,3.0,3.5,52.33,72450.0,37450.0,['Analyzing Data or Information'],['4.A.2.a.4']
17-3027.00,Mechanical Engineering Technologists and Technicians,1474,Prepare parts sketches and write work orders and purchase requests to be furnished by outside contractors.,Supplemental,08/2022,3.0,3.0,3.45,64.21,72450.0,37450.0,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']"
