Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
2494,"Bookkeeping, Accounting, and Auditing Clerks",Access computerized financial information to answer general questions as well as those related to specific accounts.,500_b,2025/4/28,4,3,2,2,2,3
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,500_b,2025/4/28,4,2,2,2,2,2
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,500_b,2025/4/28,4,2,2,2,2,2
2520,Payroll and Timekeeping Clerks,"Record employee information, such as exemptions, transfers, and resignations, to maintain and update payroll records.",500_b,2025/4/28,5,1,1,1,1,1
2712,Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.",550_a,2025/4/29,2,2,4,4,4,4
15414,Quality Control Systems Managers,Review quality documentation necessary for regulatory submissions and inspections.,50_a,2025/4/29,5,5,2,2,1,1
15460,Biofuels Production Managers,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes.",50_a,2025/4/29,5,1,1,2,1,1
3223,Advertising and Promotions Managers,Prepare budgets and submit estimates for program costs as part of campaign plan development.,50_a,2025/4/29,5,1,2,1,1,1
15458,Biofuels Production Managers,"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",50_a,2025/4/29,3,4,5,5,1,5
15700,Supply Chain Managers,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",50_a,2025/4/29,4,3,2,1,3,3
2706,Public Safety Telecommunicators,"Record details of calls, dispatches, and messages.",550_a,2025/4/29,4,1,2,2,2,2
1317,Network and Computer Systems Administrators,Perform data backups and disaster recovery operations.,300_b,2025/4/29,1,4,5,5,3,4
2815,Desktop Publishers,Check preliminary and final proofs for errors and make necessary corrections.,500,2025/4/29,4,2,1,4,3,2
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,300_b,2025/4/29,3,2,2,3,2,2
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,300_b,2025/4/29,4,3,3,3,4,2
2824,Desktop Publishers,"Prepare sample layouts for approval, using computer software.",500,2025/4/29,4,2,1,4,3,3
1031,Purchasing Managers,"Review, evaluate, and approve specifications for issuing and awarding bids.",50_a,2025/4/29,5,1,2,2,1,2
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",550_a,2025/4/29,3,1,3,2,4,2
2825,Desktop Publishers,Study layout or other design instructions to determine work to be done and sequence of operations.,500,2025/4/29,4,1,1,4,2,2
15424,Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data.",50_a,2025/4/29,5,1,1,1,1,2
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,300_b,2025/4/29,4,2,2,2,2,2
18561,"Bookkeeping, Accounting, and Auditing Clerks",Prepare and process payroll information.,500,2025/4/29,5,1,3,3,1,1
23325,Insurance Claims and Policy Processing Clerks,"Examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",500,2025/4/29,5,1,3,3,1,1
23197,"Securities, Commodities, and Financial Services Sales Agents",Complete sales order tickets and submit for processing of client-requested transactions.,500,2025/4/29,4,1,3,2,2,2
23323,Insurance Claims and Policy Processing Clerks,"Review and verify data, such as age, name, address, and principal sum and value of property, on insurance applications and policies.",500,2025/4/29,5,1,3,2,1,1
14641,Software Quality Assurance Analysts and Testers,"Document software defects, using a bug tracking system, and report defects to software developers.",300_b,2025/4/29,4,2,1,3,3,2
2823,Desktop Publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",500,2025/4/29,5,1,2,2,1,1
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,50,2025/4/29,1,2,1,3,1,2
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",50,2025/4/29,2,2,2,1,1,3
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,50,2025/4/29,2,2,2,2,1,3
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,50,2025/4/29,2,3,2,2,1,3
974,Computer and Information Systems Managers,Control operational budget and expenditures.,50,2025/4/29,1,2,2,2,1,3
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,50,2025/4/29,1,2,1,2,1,3
15457,Biofuels Production Managers,Prepare and manage biofuels plant or unit budgets.,50_a,2025/4/29,4,1,2,2,2,2
1002,Human Resources Managers,"Develop, administer, and evaluate applicant tests.",50_a,2025/4/29,3,1,5,2,2,2
2705,Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",550_a,2025/4/29,2,1,4,4,2,4
2591,Customer Service Representatives,"Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.",550_a,2025/4/29,4,1,2,3,5,2
994,Human Resources Managers,Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,50_a,2025/4/29,3,3,2,2,4,3
23316,Insurance Claims and Policy Processing Clerks,Transmit claims for payment or further investigation.,650_a,2025/4/29,3,1,2,3,2,3
2821,Desktop Publishers,"Enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",650_a,2025/4/29,4,1,1,2,1,1
23319,Insurance Claims and Policy Processing Clerks,Process and record new insurance policies and claims.,650_a,2025/4/29,3,1,2,2,2,2
5160,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.,650_a,2025/4/29,4,1,1,2,1,1
23333,Insurance Claims and Policy Processing Clerks,"Obtain computer printout of policy cancellations, or retrieve cancellation cards from file.",650_a,2025/4/29,4,2,1,2,1,1
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",650_a,2025/4/29,4,1,1,2,1,1
11403,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",650_a,2025/4/29,4,1,2,2,1,1
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",650_a,2025/4/29,4,2,2,2,2,2
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",650_a,2025/4/29,4,2,2,2,1,1
11406,Data Entry Keyers,Maintain logs of activities and completed work.,650_a,2025/4/29,4,2,1,2,1,1
5161,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",650_a,2025/4/29,4,1,1,2,1,1
23322,Insurance Claims and Policy Processing Clerks,Correspond with insured or agent to obtain information or to inform them of account status or changes.,650_a,2025/4/29,3,1,2,2,4,4
23315,Insurance Claims and Policy Processing Clerks,Post or attach information to claim file.,650_a,2025/4/29,3,1,1,3,1,1
11404,Data Entry Keyers,Store completed documents in appropriate locations.,650_a,2025/4/29,3,2,3,4,1,1
2818,Desktop Publishers,"Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",650_a,2025/4/29,3,1,3,3,4,4
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",550_b,2025/4/29,4,1,1,3,3,1
2705,Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",550_b,2025/4/29,3,1,5,5,4,4
16968,Quality Control Analysts,Review data from contract laboratories to ensure accuracy and regulatory compliance.,300,2025/4/29,3,5,5,5,4,4
16977,Quality Control Analysts,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",300,2025/4/29,4,2,3,2,1,2
19052,Judicial Law Clerks,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",300,2025/4/29,3,1,5,4,2,2
2587,Customer Service Representatives,Review insurance policy terms to determine whether a particular loss is covered by insurance.,550_b,2025/4/29,5,1,2,5,1,1
12960,Social Science Research Assistants,Conduct internet-based and library research.,300,2025/4/29,4,2,2,4,2,2
19050,Judicial Law Clerks,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.",300,2025/4/29,2,1,3,5,2,4
2717,Public Safety Telecommunicators,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,550_b,2025/4/29,3,1,2,3,1,2
22417,Librarians and Media Collections Specialists,"Respond to customer complaints, taking action as necessary.",300,2025/4/29,5,1,2,2,1,2
1476,Mechanical Engineering Technologists and Technicians,"Review project instructions and blueprints to ascertain test specifications, procedures, and objectives, and test nature of technical problems such as redesign.",400_b,2025/4/29,4,1,3,4,1,4
20726,Aerospace Engineers,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.",400_b,2025/4/29,3,2,3,4,4,4
21937,Architectural and Civil Drafters,Prepare colored drawings of landscape and interior designs for presentation to client.,400_b,2025/4/29,3,3,4,3,3,3
1411,Mechanical Engineers,"Read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",400_b,2025/4/29,4,2,2,3,2,2
19607,Civil Engineers,Design energy-efficient or environmentally sound civil structures.,400_b,2025/4/29,3,3,3,4,3,3
147,Civil Engineers,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",400_b,2025/4/29,4,2,2,3,2,2
20735,Mechanical Engineers,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",400_b,2025/4/29,3,3,3,3,3,4
1475,Mechanical Engineering Technologists and Technicians,"Draft detail drawing or sketch for drafting room completion or to request parts fabrication by machine, sheet or wood shops.",400_b,2025/4/29,3,3,3,4,3,4
20737,Mechanical Engineers,"Assist drafters in developing the structural design of products, using drafting tools or computer-assisted drafting equipment or software.",400_b,2025/4/29,2,4,3,4,4,5
1418,Mechanical Engineers,Provide feedback to design engineers on customer problems or needs.,400_b,2025/4/29,3,2,3,3,3,4
21922,Architectural and Civil Drafters,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",400_b,2025/4/29,3,3,4,4,4,4
3586,Petroleum Engineers,Maintain records of drilling and production operations.,400_b,2025/4/29,3,2,2,4,2,4
20726,Aerospace Engineers,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.",PurpleBear,2025/4/29,3,1,3,3,3,3
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,350_a,2025/4/29,4,5,1,5,2,2
16203,Video Game Designers,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,350_a,2025/4/29,3,1,1,5,2,2
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,350_a,2025/4/29,4,1,2,5,2,3
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",350_a,2025/4/29,4,1,2,4,2,2
16198,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.,350_a,2025/4/29,4,4,2,4,2,2
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,350_a,2025/4/29,2,2,2,4,4,4
1339,Aerospace Engineers,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",350_a,2025/4/29,2,2,5,5,2,5
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",350_a,2025/4/29,2,1,3,3,2,4
14717,Web Developers,Establish appropriate server directory trees.,350_a,2025/4/29,4,4,2,5,2,2
8957,Statisticians,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",350_a,2025/4/29,3,1,2,5,1,4
16212,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",350_a,2025/4/29,1,1,2,5,2,5
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",350_a,2025/4/29,3,1,2,5,2,4
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,350_a,2025/4/29,3,1,2,5,2,3
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",350_a,2025/4/29,2,4,2,4,1,4
16209,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",350_a,2025/4/29,2,2,2,4,1,3
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,350_a,2025/4/29,2,1,2,5,3,4
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",350_a,2025/4/29,3,1,2,4,1,3
7372,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set.",350_a,2025/4/29,2,1,2,5,1,5
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",350_a,2025/4/29,2,4,2,5,2,3
16214,Video Game Designers,Conduct regular design reviews throughout the game development process.,350_a,2025/4/29,3,4,1,3,1,4
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",450_a,2025/5/1,5,1,1,1,1,1
16202,Video Game Designers,Provide feedback to production staff regarding technical game qualities or adherence to original design.,350_a,2025/4/29,2,1,2,2,5,4
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",350_a,2025/4/29,3,1,2,5,4,3
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",350_a,2025/4/29,2,1,3,5,3,4
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",350_a,2025/4/29,2,2,3,2,5,4
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,350_a,2025/4/29,3,1,4,4,2,4
1021,Purchasing Managers,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",50_b,2025/4/29,2,4,3,3,4,4
21317,Financial Managers,"Examine, evaluate, or process loan applications.",50_b,2025/4/29,3,4,3,4,2,2
15696,Supply Chain Managers,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",50_b,2025/4/29,4,2,2,4,2,2
15700,Supply Chain Managers,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",50_b,2025/4/29,2,4,2,2,4,4
15425,Quality Control Systems Managers,Create and implement inspection and testing criteria or procedures.,50_b,2025/4/29,3,3,3,3,2,2
8867,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",50_b,2025/4/29,4,2,4,4,2,2
15457,Biofuels Production Managers,Prepare and manage biofuels plant or unit budgets.,50_b,2025/4/29,4,2,2,4,2,2
15416,Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.",50_b,2025/4/29,3,2,2,3,3,2
3242,Advertising and Promotions Managers,Coordinate with the media to disseminate advertising.,50_b,2025/4/29,3,3,2,2,4,3
15459,Biofuels Production Managers,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",50_b,2025/4/29,4,2,2,4,2,2
982,Human Resources Managers,"Administer compensation, benefits, and performance management systems, and safety and recreation programs.",50_b,2025/4/29,2,4,2,3,5,5
994,Human Resources Managers,Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,50_b,2025/4/29,2,4,4,4,4,4
15456,Biofuels Production Managers,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes.",50_b,2025/4/29,4,2,3,4,2,2
15424,Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data.",50_b,2025/4/30,5,2,3,4,1,1
15430,Quality Control Systems Managers,Monitor performance of quality control systems to ensure effectiveness and efficiency.,50_b,2025/4/30,4,2,3,4,2,2
1026,Purchasing Managers,Analyze market and delivery systems to assess present and future material availability.,50_b,2025/4/30,4,3,2,4,2,2
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",50_b,2025/4/30,4,3,2,4,2,2
20942,Supply Chain Managers,"Determine appropriate equipment and staffing levels to load, unload, move, or store materials.",50_b,2025/4/30,3,3,2,3,3,3
15427,Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.",50_b,2025/4/30,4,2,1,3,2,2
15415,Quality Control Systems Managers,Review and update standard operating procedures or quality assurance manuals.,50_b,2025/4/30,3,2,2,4,3,3
993,Human Resources Managers,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",50_b,2025/4/30,5,1,1,2,1,1
3226,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",50_b,2025/4/30,4,2,2,3,2,2
20943,Supply Chain Managers,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",50_b,2025/4/30,4,2,2,3,2,2
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",50_b,2025/4/30,4,2,4,4,2,2
15680,Supply Chain Managers,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,50_b,2025/4/30,4,2,2,3,3,2
1020,Purchasing Managers,Maintain records of goods ordered and received.,50_b,2025/4/30,5,1,1,2,1,1
20168,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",50_b,2025/4/30,3,3,4,4,3,3
8865,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",50_b,2025/4/30,2,4,4,4,4,4
15414,Quality Control Systems Managers,Review quality documentation necessary for regulatory submissions and inspections.,50_b,2025/4/30,4,2,3,4,2,2
8861,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",50_b,2025/4/30,3,3,5,4,3,3
2813,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",600_a,2025/4/30,3,1,2,3,3,3
8873,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions.",50_b,2025/4/30,4,2,3,4,2,2
1025,Purchasing Managers,Review purchase order claims and contracts for conformance to company policy.,50_b,2025/4/30,4,2,2,4,2,2
15461,Biofuels Production Managers,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of biofuels to maintain processes at required levels.",50_b,2025/4/30,5,1,3,4,1,1
15428,Quality Control Systems Managers,Analyze quality control test results and provide feedback and interpretation to production management or staff.,50_b,2025/4/30,5,1,2,4,1,1
15423,Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria.",50_b,2025/4/30,5,1,2,3,1,1
3223,Advertising and Promotions Managers,Prepare budgets and submit estimates for program costs as part of campaign plan development.,50_b,2025/4/30,3,2,2,2,3,3
15697,Supply Chain Managers,Analyze information about supplier performance or procurement program success.,50_b,2025/4/30,4,2,2,3,2,2
1022,Purchasing Managers,Prepare and process requisitions and purchase orders for supplies and equipment.,50_b,2025/4/30,3,3,3,3,3,3
3589,Petroleum Engineers,"Evaluate findings to develop, design, or test equipment or processes.",PurpleBear,2025/4/30,2,3,3,3,2,4
3395,Budget Analysts,Direct the preparation of regular and special budget reports.,250_a,2025/4/30,3,1,3,3,4,2
7360,Tax Preparers,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",250_a,2025/4/30,4,1,4,4,2,2
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,250_a,2025/4/30,2,1,5,5,3,4
21570,Appraisers and Assessors of Real Estate,Obtain county land values and sales information about nearby properties to aid in establishment of property values.,250_a,2025/4/30,2,2,4,4,2,4
18935,Credit Counselors,Calculate clients' available monthly income to meet debt obligations.,250_a,2025/4/30,3,1,3,4,3,3
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",250_a,2025/4/30,3,1,3,5,3,3
21562,Appraisers and Assessors of Real Estate,Examine income records and operating costs of income properties.,250_a,2025/4/30,3,1,4,4,2,3
23193,"Securities, Commodities, and Financial Services Sales Agents",Monitor markets or positions.,450_a,2025/5/1,3,3,3,3,4,3
21553,Appraisers and Assessors of Real Estate,"Prepare and maintain current data on each parcel assessed, including maps of boundaries, inventories of land and structures, property characteristics, and any applicable exemptions.",250_a,2025/4/30,3,1,4,4,2,3
1259,Credit Analysts,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",250_a,2025/4/30,3,1,5,5,2,3
21165,Tax Preparers,Schedule appointments with clients.,250_a,2025/4/30,4,1,3,3,3,2
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",250_a,2025/4/30,2,1,4,5,4,5
20188,Personal Financial Advisors,Monitor financial market trends to ensure that client plans are responsive.,250_a,2025/4/30,3,1,5,4,4,3
21550,Appraisers and Assessors of Real Estate,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",250_a,2025/4/30,3,1,4,5,2,3
18934,Credit Counselors,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",250_a,2025/4/30,4,1,3,4,3,2
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,250_a,2025/4/30,3,1,3,5,2,3
7318,Financial Examiners,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",250_a,2025/4/30,2,1,5,5,4,4
1257,Credit Analysts,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",250_a,2025/4/30,3,1,4,5,2,4
15997,Financial Quantitative Analysts,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",250_a,2025/4/30,3,1,5,5,3,3
21552,Appraisers and Assessors of Real Estate,Collect and analyze relevant data to identify real estate market trends.,250_a,2025/4/30,3,1,3,4,2,3
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",250_a,2025/4/30,2,1,3,4,4,3
18101,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",250_a,2025/4/30,3,1,4,5,4,3
2816,Desktop Publishers,"Operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",500,2025/4/30,5,1,1,2,1,1
23318,Insurance Claims and Policy Processing Clerks,Review insurance policy to determine coverage.,500,2025/4/30,4,1,3,3,3,2
2486,"Bookkeeping, Accounting, and Auditing Clerks","Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",500,2025/4/30,5,1,3,2,1,1
2822,Desktop Publishers,"Edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",500,2025/4/30,5,1,1,2,1,1
2522,Payroll and Timekeeping Clerks,Keep informed about changes in tax and deduction laws that apply to the payroll process.,500,2025/4/30,3,1,3,3,3,3
2524,Payroll and Timekeeping Clerks,Complete time sheets showing employees' arrival and departure times.,500,2025/4/30,5,1,1,1,1,1
2585,Customer Service Representatives,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",500,2025/4/30,3,1,2,2,3,3
5158,Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found.",500,2025/4/30,5,1,1,2,1,1
23334,Insurance Claims and Policy Processing Clerks,"Compose business correspondence for supervisors, managers, and professionals.",500,2025/4/30,3,1,2,2,2,2
2509,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",500,2025/4/30,5,1,2,1,1,1
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,500,2025/4/30,3,1,1,2,2,2
4618,Telemarketers,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",500,2025/4/30,2,1,1,2,5,4
23324,Insurance Claims and Policy Processing Clerks,"Compare information from application to criteria for policy reinstatement, and approve reinstatement when criteria are met.",500,2025/4/30,4,1,3,2,1,2
20908,Proofreaders and Copy Markers,"Archive documents, conduct research, and read copy, using the internet and various computer programs.",500,2025/4/30,5,1,1,2,1,1
23329,Insurance Claims and Policy Processing Clerks,"Process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",500,2025/4/30,4,1,2,1,1,2
2827,Desktop Publishers,"Convert various types of files for printing or for the Internet, using computer software.",500,2025/4/30,5,1,1,2,1,1
23320,Insurance Claims and Policy Processing Clerks,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",500,2025/4/30,5,1,1,1,1,1
2817,Desktop Publishers,"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",500,2025/4/30,3,1,2,3,3,3
23313,Insurance Claims and Policy Processing Clerks,"Prepare insurance claim forms or related documents, and review them for completeness.",500,2025/4/30,5,1,1,2,1,1
5163,Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.",500,2025/4/30,5,1,1,2,1,1
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",500,2025/4/30,4,1,3,3,1,3
2820,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",500,2025/4/30,3,1,2,4,2,4
18022,Regulatory Affairs Managers,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",100_b,2025/4/30,2,2,5,4,4,4
21448,Compliance Officers,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",100_b,2025/4/30,2,2,4,5,5,2
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",100_b,2025/4/30,2,4,5,4,3,2
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,100_b,2025/4/30,2,4,4,5,3,3
18030,Regulatory Affairs Managers,"Maintain current knowledge of relevant regulations, including proposed and final rules.",100_b,2025/4/30,2,2,2,5,1,5
84,Cost Estimators,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",100_b,2025/4/30,3,2,2,2,4,3
1157,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",100_b,2025/4/30,3,2,3,5,1,3
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,100_b,2025/4/30,3,4,4,5,3,4
15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,100_b,2025/4/30,2,1,5,5,4,4
3413,Loan Officers,Review loan agreements to ensure that they are complete and accurate according to policy.,250_a,2025/4/30,3,1,4,4,3,3
21566,Appraisers and Assessors of Real Estate,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,250_a,2025/4/30,2,1,3,4,2,4
21557,Appraisers and Assessors of Real Estate,Complete and maintain assessment rolls that show the assessed values and status of all property in a municipality.,250_a,2025/4/30,3,1,3,4,2,3
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",250_a,2025/4/30,4,1,3,5,2,2
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,250_a,2025/4/30,3,1,3,4,4,3
18937,Credit Counselors,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",250_a,2025/4/30,3,1,3,4,3,3
